,Gene1,Gene2,Direction
2008010,Solyc10g079550.2,Solyc11g069320.1,-
2008011,Solyc10g079550.2,Solyc11g069530.2,-
2008013,Solyc10g079550.2,Solyc11g071770.1,-
2008016,Solyc10g079550.2,Solyc11g073300.2,-
2008017,Solyc10g079550.2,Solyc12g005080.2,-
2008018,Solyc10g079550.2,Solyc12g005220.2,-
2008020,Solyc10g079550.2,Solyc12g006990.2,-
2008022,Solyc10g079550.2,Solyc12g009340.2,-
2008024,Solyc10g079550.2,Solyc12g010040.2,-
2008028,Solyc10g079550.2,Solyc12g014470.2,-
2008029,Solyc10g079550.2,Solyc12g017570.2,-
2008034,Solyc10g079550.2,Solyc12g026430.2,-
2008035,Solyc10g079550.2,Solyc12g035223.1,-
2008037,Solyc10g079550.2,Solyc12g042380.2,-
2008038,Solyc10g079550.2,Solyc12g043110.2,-
2008045,Solyc10g079550.2,Solyc12g062870.2,-
2008052,Solyc10g079550.2,Solyc12g095990.2,-
2008054,Solyc10g079550.2,Solyc12g096050.2,-
2008056,Solyc10g079550.2,Solyc12g098675.1,-
2008057,Solyc10g079550.2,Solyc12g098980.2,-
2008063,Solyc10g079550.2,Solyc12g099770.2,-
2008578,Solyc10g079710.2,Solyc10g080150.2,-
2008579,Solyc10g079710.2,Solyc10g080930.2,+
2008587,Solyc10g079710.2,Solyc12g005590.2,+
2008594,Solyc10g079710.2,Solyc12g044450.2,-
2008596,Solyc10g079710.2,Solyc12g096280.2,+
2008600,Solyc10g079750.2,Solyc11g062390.2,+
2008601,Solyc10g079750.2,Solyc11g068720.2,+
2008602,Solyc10g079750.2,Solyc11g069600.2,+
2008603,Solyc10g079750.2,Solyc11g069620.2,+
2008604,Solyc10g079750.2,Solyc11g071230.2,+
2008605,Solyc10g079750.2,Solyc12g007230.2,+
2008608,Solyc10g079750.2,Solyc12g020110.2,+
2008609,Solyc10g079750.2,Solyc12g042250.2,+
2008610,Solyc10g079750.2,Solyc12g042600.2,+
2008611,Solyc10g079750.2,Solyc12g087830.2,-
2008615,Solyc10g079750.2,Solyc12g099560.2,+
2008616,Solyc10g079750.2,Solyc12g100140.2,+
2008705,Solyc10g079820.2,Solyc10g081220.2,-
2008706,Solyc10g079820.2,Solyc10g084530.1,-
2008707,Solyc10g079820.2,Solyc11g013460.2,-
2008710,Solyc10g079820.2,Solyc11g071270.2,-
2008711,Solyc10g079820.2,Solyc12g008630.2,-
2008712,Solyc10g079820.2,Solyc12g019290.1,-
2008713,Solyc10g079880.2,Solyc10g080180.2,+
2008717,Solyc10g079880.2,Solyc10g083600.2,+
2008750,Solyc10g079880.2,Solyc12g008760.2,+
2009035,Solyc10g079990.2,Solyc12g008630.2,-
2009356,Solyc10g080130.2,Solyc10g080250.1,+
2009359,Solyc10g080130.2,Solyc10g080560.2,+
2009363,Solyc10g080130.2,Solyc10g081790.1,+
2009372,Solyc10g080130.2,Solyc10g084910.2,+
2009373,Solyc10g080130.2,Solyc10g086100.2,+
2009379,Solyc10g080130.2,Solyc11g005860.2,+
2009380,Solyc10g080130.2,Solyc11g006090.2,+
2009388,Solyc10g080130.2,Solyc11g008560.2,+
2009392,Solyc10g080130.2,Solyc11g010790.1,+
2009394,Solyc10g080130.2,Solyc11g011330.2,+
2009396,Solyc10g080130.2,Solyc11g011750.1,+
2009397,Solyc10g080130.2,Solyc11g011840.2,-
2009403,Solyc10g080130.2,Solyc11g021140.1,+
2009405,Solyc10g080130.2,Solyc11g044540.2,-
2009406,Solyc10g080130.2,Solyc11g045410.1,+
2009414,Solyc10g080130.2,Solyc11g069380.2,-
2009419,Solyc10g080130.2,Solyc11g073160.2,-
2009424,Solyc10g080130.2,Solyc12g006110.2,+
2009425,Solyc10g080130.2,Solyc12g006560.2,+
2009432,Solyc10g080130.2,Solyc12g010380.2,-
2009437,Solyc10g080130.2,Solyc12g017400.2,+
2009442,Solyc10g080130.2,Solyc12g036550.2,+
2009444,Solyc10g080130.2,Solyc12g039080.2,-
2009446,Solyc10g080130.2,Solyc12g042980.2,+
2009448,Solyc10g080130.2,Solyc12g049320.2,+
2009450,Solyc10g080130.2,Solyc12g055680.1,+
2009452,Solyc10g080130.2,Solyc12g056050.1,+
2009453,Solyc10g080130.2,Solyc12g056730.1,+
2009458,Solyc10g080130.2,Solyc12g062810.1,+
2009460,Solyc10g080130.2,Solyc12g070270.2,-
2009461,Solyc10g080130.2,Solyc12g087810.2,-
2009462,Solyc10g080130.2,Solyc12g087830.2,-
2009465,Solyc10g080130.2,Solyc12g088350.2,+
2009466,Solyc10g080130.2,Solyc12g096480.1,+
2009473,Solyc10g080150.2,Solyc10g080320.2,-
2009475,Solyc10g080150.2,Solyc10g080770.2,-
2009476,Solyc10g080150.2,Solyc10g080930.2,-
2009477,Solyc10g080150.2,Solyc10g081270.2,-
2009482,Solyc10g080150.2,Solyc10g083790.2,-
2009485,Solyc10g080150.2,Solyc10g085820.2,-
2009487,Solyc10g080150.2,Solyc11g005060.2,-
2009489,Solyc10g080150.2,Solyc11g005620.1,+
2009490,Solyc10g080150.2,Solyc11g005920.2,-
2009494,Solyc10g080150.2,Solyc11g007170.2,-
2009497,Solyc10g080150.2,Solyc11g008020.2,-
2009500,Solyc10g080150.2,Solyc11g011450.2,-
2009501,Solyc10g080150.2,Solyc11g011780.2,-
2009505,Solyc10g080150.2,Solyc11g039840.2,-
2009506,Solyc10g080150.2,Solyc11g064950.2,-
2009512,Solyc10g080150.2,Solyc11g069320.1,-
2009513,Solyc10g080150.2,Solyc11g069530.2,-
2009515,Solyc10g080150.2,Solyc11g073300.2,-
2009516,Solyc10g080150.2,Solyc12g005220.2,-
2009518,Solyc10g080150.2,Solyc12g007130.2,-
2009520,Solyc10g080150.2,Solyc12g010040.2,-
2009523,Solyc10g080150.2,Solyc12g014470.2,-
2009526,Solyc10g080150.2,Solyc12g035223.1,-
2009528,Solyc10g080150.2,Solyc12g042380.2,-
2009530,Solyc10g080150.2,Solyc12g056030.2,-
2009533,Solyc10g080150.2,Solyc12g062870.2,-
2009538,Solyc10g080150.2,Solyc12g096280.2,-
2009539,Solyc10g080150.2,Solyc12g098980.2,-
2009554,Solyc10g080160.2,Solyc12g019290.1,+
2009556,Solyc10g080160.2,Solyc12g099660.2,+
2009559,Solyc10g080180.2,Solyc10g083600.2,+
2009589,Solyc10g080180.2,Solyc11g072740.1,+
2009597,Solyc10g080180.2,Solyc12g019290.1,+
2009614,Solyc10g080230.2,Solyc11g064950.2,+
2009622,Solyc10g080250.1,Solyc10g080560.2,+
2009628,Solyc10g080250.1,Solyc10g081790.1,+
2009637,Solyc10g080250.1,Solyc10g084910.2,+
2009639,Solyc10g080250.1,Solyc10g086100.2,+
2009647,Solyc10g080250.1,Solyc11g005860.2,+
2009649,Solyc10g080250.1,Solyc11g006090.2,+
2009658,Solyc10g080250.1,Solyc11g008560.2,+
2009662,Solyc10g080250.1,Solyc11g010790.1,+
2009664,Solyc10g080250.1,Solyc11g011330.2,+
2009666,Solyc10g080250.1,Solyc11g011750.1,+
2009667,Solyc10g080250.1,Solyc11g011840.2,-
2009675,Solyc10g080250.1,Solyc11g021140.1,+
2009677,Solyc10g080250.1,Solyc11g044540.2,-
2009678,Solyc10g080250.1,Solyc11g045410.1,+
2009681,Solyc10g080250.1,Solyc11g061980.1,+
2009690,Solyc10g080250.1,Solyc11g069380.2,-
2009704,Solyc10g080250.1,Solyc12g006110.2,+
2009713,Solyc10g080250.1,Solyc12g010380.2,-
2009718,Solyc10g080250.1,Solyc12g017400.2,+
2009725,Solyc10g080250.1,Solyc12g036550.2,+
2009727,Solyc10g080250.1,Solyc12g039080.2,-
2009729,Solyc10g080250.1,Solyc12g042980.2,+
2009733,Solyc10g080250.1,Solyc12g055680.1,+
2009735,Solyc10g080250.1,Solyc12g056050.1,+
2009738,Solyc10g080250.1,Solyc12g056730.1,+
2009743,Solyc10g080250.1,Solyc12g062810.1,+
2009745,Solyc10g080250.1,Solyc12g070270.2,-
2009746,Solyc10g080250.1,Solyc12g087810.2,-
2009747,Solyc10g080250.1,Solyc12g087830.2,-
2009750,Solyc10g080250.1,Solyc12g088350.2,+
2009752,Solyc10g080250.1,Solyc12g089130.2,+
2009756,Solyc10g080250.1,Solyc12g096480.1,+
2009799,Solyc10g080320.2,Solyc10g083600.2,+
2009801,Solyc10g080320.2,Solyc10g083790.2,+
2009804,Solyc10g080320.2,Solyc10g084160.2,+
2009809,Solyc10g080320.2,Solyc11g005330.2,+
2009810,Solyc10g080320.2,Solyc11g005910.2,+
2009811,Solyc10g080320.2,Solyc11g005920.2,+
2009815,Solyc10g080320.2,Solyc11g006660.2,+
2009817,Solyc10g080320.2,Solyc11g008340.2,+
2009822,Solyc10g080320.2,Solyc11g011780.2,+
2009834,Solyc10g080320.2,Solyc11g065750.2,+
2009835,Solyc10g080320.2,Solyc11g065980.2,+
2009840,Solyc10g080320.2,Solyc11g069530.2,+
2009843,Solyc10g080320.2,Solyc11g071770.1,+
2009845,Solyc10g080320.2,Solyc11g073300.2,+
2009846,Solyc10g080320.2,Solyc12g005080.2,+
2009847,Solyc10g080320.2,Solyc12g005220.2,+
2009850,Solyc10g080320.2,Solyc12g006990.2,+
2009859,Solyc10g080320.2,Solyc12g017570.2,+
2009861,Solyc10g080320.2,Solyc12g026430.2,+
2009862,Solyc10g080320.2,Solyc12g039180.2,+
2009863,Solyc10g080320.2,Solyc12g040810.2,+
2009864,Solyc10g080320.2,Solyc12g042380.2,+
2009872,Solyc10g080320.2,Solyc12g062870.2,+
2009878,Solyc10g080320.2,Solyc12g095990.2,+
2009879,Solyc10g080320.2,Solyc12g096050.2,+
2009882,Solyc10g080320.2,Solyc12g098980.2,+
2009884,Solyc10g080390.2,Solyc10g081160.2,+
2009887,Solyc10g080390.2,Solyc10g083190.2,+
2009889,Solyc10g080390.2,Solyc10g085820.2,-
2009890,Solyc10g080390.2,Solyc10g086060.2,+
2009891,Solyc10g080390.2,Solyc11g011010.1,+
2009895,Solyc10g080390.2,Solyc11g027880.2,+
2009896,Solyc10g080390.2,Solyc11g069810.2,+
2009897,Solyc10g080390.2,Solyc11g072240.2,+
2009898,Solyc10g080390.2,Solyc12g005050.2,+
2009901,Solyc10g080390.2,Solyc12g056220.2,+
2009902,Solyc10g080390.2,Solyc12g087830.2,-
2009903,Solyc10g080390.2,Solyc12g087890.2,+
2009983,Solyc10g080440.2,Solyc10g083600.2,+
2009987,Solyc10g080440.2,Solyc10g085790.2,+
2009994,Solyc10g080440.2,Solyc11g006660.2,+
2009995,Solyc10g080440.2,Solyc11g007720.2,+
2010016,Solyc10g080440.2,Solyc11g072740.1,+
2010018,Solyc10g080440.2,Solyc12g005080.2,+
2010029,Solyc10g080440.2,Solyc12g010120.2,+
2010033,Solyc10g080440.2,Solyc12g017570.2,+
2010037,Solyc10g080440.2,Solyc12g039180.2,+
2010043,Solyc10g080440.2,Solyc12g088730.2,+
2010048,Solyc10g080440.2,Solyc12g096050.2,+
2010051,Solyc10g080440.2,Solyc12g099660.2,+
2010057,Solyc10g080450.2,Solyc10g085820.2,-
2010269,Solyc10g080530.2,Solyc10g084530.1,-
2010280,Solyc10g080530.2,Solyc11g010190.1,-
2010282,Solyc10g080530.2,Solyc11g011200.2,-
2010296,Solyc10g080530.2,Solyc11g072645.1,-
2010298,Solyc10g080530.2,Solyc12g008630.2,-
2010299,Solyc10g080530.2,Solyc12g010060.2,+
2010306,Solyc10g080530.2,Solyc12g019290.1,-
2010308,Solyc10g080530.2,Solyc12g043110.2,-
2010311,Solyc10g080530.2,Solyc12g088880.2,+
2010334,Solyc10g080560.2,Solyc10g081790.1,+
2010340,Solyc10g080560.2,Solyc10g084910.2,+
2010341,Solyc10g080560.2,Solyc10g086100.2,+
2010342,Solyc10g080560.2,Solyc11g005860.2,+
2010343,Solyc10g080560.2,Solyc11g006090.2,+
2010349,Solyc10g080560.2,Solyc11g008560.2,+
2010353,Solyc10g080560.2,Solyc11g011330.2,+
2010355,Solyc10g080560.2,Solyc11g011750.1,+
2010360,Solyc10g080560.2,Solyc11g021140.1,+
2010361,Solyc10g080560.2,Solyc11g021310.1,+
2010362,Solyc10g080560.2,Solyc11g044540.2,-
2010363,Solyc10g080560.2,Solyc11g045410.1,+
2010365,Solyc10g080560.2,Solyc11g061980.1,+
2010366,Solyc10g080560.2,Solyc11g069380.2,-
2010371,Solyc10g080560.2,Solyc12g006110.2,+
2010375,Solyc10g080560.2,Solyc12g010380.2,-
2010378,Solyc10g080560.2,Solyc12g017400.2,+
2010381,Solyc10g080560.2,Solyc12g036550.2,+
2010383,Solyc10g080560.2,Solyc12g042980.2,+
2010384,Solyc10g080560.2,Solyc12g049320.2,+
2010386,Solyc10g080560.2,Solyc12g055680.1,+
2010388,Solyc10g080560.2,Solyc12g056050.1,+
2010389,Solyc10g080560.2,Solyc12g056730.1,+
2010390,Solyc10g080560.2,Solyc12g062810.1,+
2010391,Solyc10g080560.2,Solyc12g070270.2,-
2010393,Solyc10g080560.2,Solyc12g088350.2,+
2010394,Solyc10g080560.2,Solyc12g089130.2,+
2010397,Solyc10g080560.2,Solyc12g099810.2,+
2010638,Solyc10g080590.2,Solyc10g083740.2,+
2010639,Solyc10g080590.2,Solyc10g086020.2,+
2010640,Solyc10g080590.2,Solyc11g007640.1,+
2010642,Solyc10g080590.2,Solyc11g069380.2,-
2010643,Solyc10g080590.2,Solyc12g039120.2,+
2010644,Solyc10g080590.2,Solyc12g056770.2,+
2010645,Solyc10g080590.2,Solyc12g098640.2,+
2011300,Solyc10g080770.2,Solyc11g012910.2,-
2011301,Solyc10g080770.2,Solyc12g010330.2,+
2011302,Solyc10g080770.2,Solyc12g042380.2,+
2011350,Solyc10g080910.1,Solyc10g083520.2,+
2011352,Solyc10g080910.1,Solyc11g012070.2,+
2011353,Solyc10g080910.1,Solyc11g018610.2,+
2011354,Solyc10g080910.1,Solyc11g062390.2,+
2011357,Solyc10g080910.1,Solyc12g042250.2,+
2011358,Solyc10g080910.1,Solyc12g087830.2,-
2011359,Solyc10g080910.1,Solyc12g096190.2,-
2011363,Solyc10g080930.2,Solyc11g006930.2,-
2011364,Solyc10g080930.2,Solyc11g007160.2,-
2011365,Solyc10g080930.2,Solyc11g012910.2,-
2011369,Solyc10g080930.2,Solyc11g069530.2,+
2011371,Solyc10g080930.2,Solyc11g072510.2,-
2011374,Solyc10g080930.2,Solyc12g044450.2,-
2011375,Solyc10g080930.2,Solyc12g049390.2,-
2011376,Solyc10g080930.2,Solyc12g062870.2,+
2011377,Solyc10g080930.2,Solyc12g094500.2,-
2011379,Solyc10g080930.2,Solyc12g098980.2,+
2011390,Solyc10g080970.2,Solyc11g007170.2,-
2011403,Solyc10g080970.2,Solyc11g073160.2,-
2011404,Solyc10g080970.2,Solyc12g009570.2,+
2011406,Solyc10g080970.2,Solyc12g010380.2,-
2011417,Solyc10g080970.2,Solyc12g087830.2,-
2011613,Solyc10g081010.2,Solyc10g085820.2,-
2011616,Solyc10g081010.2,Solyc11g005920.2,-
2011621,Solyc10g081010.2,Solyc11g007170.2,-
2011625,Solyc10g081010.2,Solyc11g011010.1,+
2011626,Solyc10g081010.2,Solyc11g011780.2,-
2011633,Solyc10g081010.2,Solyc11g039840.2,-
2011635,Solyc10g081010.2,Solyc11g065090.2,-
2011652,Solyc10g081010.2,Solyc12g056030.2,-
2011664,Solyc10g081050.1,Solyc11g062040.1,-
2011665,Solyc10g081050.1,Solyc11g072550.2,-
2011796,Solyc10g081110.2,Solyc11g013130.2,+
2011826,Solyc10g081160.2,Solyc10g083190.2,+
2011832,Solyc10g081160.2,Solyc10g085820.2,-
2011838,Solyc10g081160.2,Solyc11g007170.2,-
2011846,Solyc10g081160.2,Solyc11g011010.1,+
2011848,Solyc10g081160.2,Solyc11g012270.2,+
2011853,Solyc10g081160.2,Solyc11g027880.2,+
2011855,Solyc10g081160.2,Solyc11g042440.1,+
2011857,Solyc10g081160.2,Solyc11g045030.2,+
2011860,Solyc10g081160.2,Solyc11g066770.2,+
2011863,Solyc10g081160.2,Solyc11g069810.2,+
2011864,Solyc10g081160.2,Solyc11g072180.2,+
2011865,Solyc10g081160.2,Solyc11g072240.2,+
2011866,Solyc10g081160.2,Solyc11g073050.2,+
2011868,Solyc10g081160.2,Solyc12g005050.2,+
2011878,Solyc10g081160.2,Solyc12g049390.2,+
2011880,Solyc10g081160.2,Solyc12g087830.2,-
2011881,Solyc10g081160.2,Solyc12g087890.2,+
2011885,Solyc10g081160.2,Solyc12g095760.2,+
2011890,Solyc10g081220.2,Solyc10g084060.2,-
2011892,Solyc10g081220.2,Solyc10g084340.2,-
2011893,Solyc10g081220.2,Solyc10g084530.1,+
2011895,Solyc10g081220.2,Solyc10g086240.2,-
2011897,Solyc10g081220.2,Solyc11g012070.2,-
2011903,Solyc10g081220.2,Solyc11g040150.2,-
2011904,Solyc10g081220.2,Solyc11g065125.1,-
2011906,Solyc10g081220.2,Solyc11g073020.2,-
2011908,Solyc10g081220.2,Solyc12g006800.2,-
2011910,Solyc10g081220.2,Solyc12g009570.2,-
2011911,Solyc10g081220.2,Solyc12g010060.2,-
2011912,Solyc10g081220.2,Solyc12g011140.2,-
2011914,Solyc10g081220.2,Solyc12g017370.2,-
2011917,Solyc10g081220.2,Solyc12g038090.1,-
2011920,Solyc10g081220.2,Solyc12g056980.1,-
2011921,Solyc10g081220.2,Solyc12g057077.1,-
2011922,Solyc10g081220.2,Solyc12g076320.2,-
2011923,Solyc10g081220.2,Solyc12g088880.2,-
2011925,Solyc10g081270.2,Solyc10g083790.2,+
2011926,Solyc10g081270.2,Solyc10g084340.2,-
2011936,Solyc10g081270.2,Solyc11g006930.2,-
2011937,Solyc10g081270.2,Solyc11g007160.2,-
2011947,Solyc10g081270.2,Solyc11g039840.2,+
2011948,Solyc10g081270.2,Solyc11g040150.2,-
2011959,Solyc10g081270.2,Solyc11g072510.2,-
2011964,Solyc10g081270.2,Solyc12g007130.2,+
2011972,Solyc10g081270.2,Solyc12g010040.2,+
2011984,Solyc10g081270.2,Solyc12g044450.2,-
2011987,Solyc10g081270.2,Solyc12g056220.2,-
2011990,Solyc10g081270.2,Solyc12g062870.2,+
2011991,Solyc10g081270.2,Solyc12g094500.2,-
2012735,Solyc10g081605.1,Solyc11g011220.2,-
2012736,Solyc10g081605.1,Solyc12g042177.1,-
2012737,Solyc10g081605.1,Solyc12g056460.2,+
2013985,Solyc10g081790.1,Solyc10g083830.2,+
2013988,Solyc10g081790.1,Solyc10g084910.2,+
2013989,Solyc10g081790.1,Solyc10g086100.2,+
2013996,Solyc10g081790.1,Solyc11g005860.2,+
2013997,Solyc10g081790.1,Solyc11g006090.2,+
2014005,Solyc10g081790.1,Solyc11g008560.2,+
2014008,Solyc10g081790.1,Solyc11g010790.1,+
2014009,Solyc10g081790.1,Solyc11g011330.2,+
2014010,Solyc10g081790.1,Solyc11g011750.1,+
2014016,Solyc10g081790.1,Solyc11g021140.1,+
2014017,Solyc10g081790.1,Solyc11g021300.1,+
2014018,Solyc10g081790.1,Solyc11g021310.1,+
2014019,Solyc10g081790.1,Solyc11g044540.2,-
2014020,Solyc10g081790.1,Solyc11g045410.1,+
2014023,Solyc10g081790.1,Solyc11g061980.1,+
2014029,Solyc10g081790.1,Solyc11g069380.2,-
2014037,Solyc10g081790.1,Solyc12g006110.2,+
2014044,Solyc10g081790.1,Solyc12g010380.2,-
2014047,Solyc10g081790.1,Solyc12g017400.2,+
2014052,Solyc10g081790.1,Solyc12g042980.2,+
2014055,Solyc10g081790.1,Solyc12g055680.1,+
2014057,Solyc10g081790.1,Solyc12g056050.1,+
2014058,Solyc10g081790.1,Solyc12g056730.1,+
2014061,Solyc10g081790.1,Solyc12g062810.1,+
2014063,Solyc10g081790.1,Solyc12g087810.2,-
2014065,Solyc10g081790.1,Solyc12g088350.2,+
2014067,Solyc10g081790.1,Solyc12g089130.2,+
2014070,Solyc10g081790.1,Solyc12g096480.1,+
2014190,Solyc10g081910.2,Solyc12g087830.2,-
2014191,Solyc10g081910.2,Solyc12g087890.2,+
2014194,Solyc10g081920.2,Solyc10g084210.2,+
2014195,Solyc10g081920.2,Solyc10g084530.1,+
2014211,Solyc10g081920.2,Solyc11g065490.2,+
2014214,Solyc10g081920.2,Solyc12g006800.2,-
2014218,Solyc10g081920.2,Solyc12g017370.2,-
2014221,Solyc10g081920.2,Solyc12g038090.1,-
2014526,Solyc10g082000.2,Solyc10g083520.2,+
2014530,Solyc10g082000.2,Solyc11g062390.2,+
2014531,Solyc10g082000.2,Solyc11g068720.2,+
2014532,Solyc10g082000.2,Solyc11g069380.2,-
2014533,Solyc10g082000.2,Solyc11g073160.2,-
2014536,Solyc10g082000.2,Solyc12g042600.2,+
2014537,Solyc10g082000.2,Solyc12g087830.2,-
2014862,Solyc10g083165.1,Solyc10g086020.2,+
2014863,Solyc10g083165.1,Solyc11g007640.1,+
2014866,Solyc10g083165.1,Solyc11g068420.2,+
2014868,Solyc10g083165.1,Solyc12g039120.2,+
2014869,Solyc10g083165.1,Solyc12g095760.2,+
2014870,Solyc10g083165.1,Solyc12g096540.2,+
2014887,Solyc10g083180.2,Solyc11g045030.2,+
2014889,Solyc10g083180.2,Solyc11g069460.2,+
2014891,Solyc10g083180.2,Solyc11g073160.2,-
2014901,Solyc10g083180.2,Solyc12g087830.2,-
2014912,Solyc10g083190.2,Solyc10g085820.2,-
2014914,Solyc10g083190.2,Solyc10g086060.2,+
2014915,Solyc10g083190.2,Solyc11g010690.2,+
2014916,Solyc10g083190.2,Solyc11g011010.1,+
2014920,Solyc10g083190.2,Solyc11g027880.2,+
2014922,Solyc10g083190.2,Solyc11g069600.2,+
2014923,Solyc10g083190.2,Solyc11g069810.2,+
2014924,Solyc10g083190.2,Solyc11g072240.2,+
2014925,Solyc10g083190.2,Solyc11g072530.2,+
2014926,Solyc10g083190.2,Solyc11g073050.2,+
2014927,Solyc10g083190.2,Solyc12g005050.2,+
2014928,Solyc10g083190.2,Solyc12g007230.2,+
2014932,Solyc10g083190.2,Solyc12g056220.2,+
2014933,Solyc10g083190.2,Solyc12g087830.2,-
2014934,Solyc10g083190.2,Solyc12g087890.2,+
2014938,Solyc10g083190.2,Solyc12g098370.2,+
2014943,Solyc10g083190.2,Solyc12g099830.2,+
2014944,Solyc10g083220.2,Solyc11g065240.2,-
2014946,Solyc10g083220.2,Solyc11g069380.2,-
2015420,Solyc10g083480.2,Solyc11g006520.2,+
2015427,Solyc10g083480.2,Solyc11g066910.2,+
2015437,Solyc10g083480.2,Solyc12g011330.3,+
2015438,Solyc10g083480.2,Solyc12g013950.2,+
2015443,Solyc10g083480.2,Solyc12g044800.2,+
2015450,Solyc10g083520.2,Solyc10g083740.2,+
2015452,Solyc10g083520.2,Solyc10g085820.2,-
2015454,Solyc10g083520.2,Solyc10g086480.2,+
2015458,Solyc10g083520.2,Solyc11g007170.2,-
2015462,Solyc10g083520.2,Solyc11g012060.1,+
2015463,Solyc10g083520.2,Solyc11g012070.2,+
2015466,Solyc10g083520.2,Solyc11g018610.2,+
2015469,Solyc10g083520.2,Solyc11g027880.2,+
2015473,Solyc10g083520.2,Solyc11g068720.2,+
2015474,Solyc10g083520.2,Solyc11g069380.2,-
2015475,Solyc10g083520.2,Solyc11g069460.2,+
2015476,Solyc10g083520.2,Solyc11g071575.1,+
2015477,Solyc10g083520.2,Solyc11g073160.2,-
2015478,Solyc10g083520.2,Solyc12g009570.2,+
2015486,Solyc10g083520.2,Solyc12g042250.2,+
2015487,Solyc10g083520.2,Solyc12g042600.2,+
2015489,Solyc10g083520.2,Solyc12g056770.2,+
2015490,Solyc10g083520.2,Solyc12g076320.2,+
2015491,Solyc10g083520.2,Solyc12g087810.2,-
2015492,Solyc10g083520.2,Solyc12g087830.2,-
2015496,Solyc10g083520.2,Solyc12g098640.2,+
2015579,Solyc10g083600.2,Solyc11g006660.2,+
2015580,Solyc10g083600.2,Solyc11g007720.2,+
2015585,Solyc10g083600.2,Solyc11g011200.2,+
2015589,Solyc10g083600.2,Solyc11g018560.2,+
2015601,Solyc10g083600.2,Solyc11g069530.2,+
2015604,Solyc10g083600.2,Solyc11g072510.2,-
2015605,Solyc10g083600.2,Solyc11g072740.1,+
2015607,Solyc10g083600.2,Solyc12g005080.2,+
2015611,Solyc10g083600.2,Solyc12g008760.2,+
2015617,Solyc10g083600.2,Solyc12g014230.2,+
2015618,Solyc10g083600.2,Solyc12g017570.2,+
2015621,Solyc10g083600.2,Solyc12g026430.2,+
2015633,Solyc10g083600.2,Solyc12g096050.2,+
2015878,Solyc10g083740.2,Solyc11g012070.2,+
2015880,Solyc10g083740.2,Solyc11g069380.2,-
2015881,Solyc10g083740.2,Solyc11g073160.2,-
2015882,Solyc10g083740.2,Solyc12g056770.2,+
2015883,Solyc10g083740.2,Solyc12g087830.2,-
2015886,Solyc10g083740.2,Solyc12g098640.2,+
2016129,Solyc10g083790.2,Solyc11g005920.2,+
2016131,Solyc10g083790.2,Solyc11g006660.2,+
2016133,Solyc10g083790.2,Solyc11g007160.2,-
2016137,Solyc10g083790.2,Solyc11g012090.2,-
2016148,Solyc10g083790.2,Solyc11g069530.2,+
2016151,Solyc10g083790.2,Solyc11g073300.2,+
2016163,Solyc10g083790.2,Solyc12g040810.2,+
2016165,Solyc10g083790.2,Solyc12g044450.2,-
2016171,Solyc10g083790.2,Solyc12g056800.2,-
2016173,Solyc10g083790.2,Solyc12g062870.2,+
2016174,Solyc10g083790.2,Solyc12g094500.2,-
2016178,Solyc10g083790.2,Solyc12g095990.2,+
2016179,Solyc10g083790.2,Solyc12g096050.2,+
2016183,Solyc10g083790.2,Solyc12g098980.2,+
2016259,Solyc10g083830.2,Solyc10g084910.2,+
2016263,Solyc10g083830.2,Solyc11g008560.2,+
2016264,Solyc10g083830.2,Solyc11g011330.2,+
2016265,Solyc10g083830.2,Solyc11g021310.1,+
2016275,Solyc10g083830.2,Solyc12g017400.2,+
2016277,Solyc10g083830.2,Solyc12g042980.2,+
2016279,Solyc10g083830.2,Solyc12g056050.1,+
2016281,Solyc10g083830.2,Solyc12g070220.2,+
2016874,Solyc10g084060.2,Solyc10g084530.1,-
2016876,Solyc10g084060.2,Solyc10g085790.2,-
2016878,Solyc10g084060.2,Solyc10g085990.2,-
2016881,Solyc10g084060.2,Solyc11g005060.2,-
2016883,Solyc10g084060.2,Solyc11g005920.2,-
2016888,Solyc10g084060.2,Solyc11g007170.2,-
2016892,Solyc10g084060.2,Solyc11g008280.2,+
2016893,Solyc10g084060.2,Solyc11g008290.1,-
2016895,Solyc10g084060.2,Solyc11g008890.2,-
2016898,Solyc10g084060.2,Solyc11g011780.2,-
2016910,Solyc10g084060.2,Solyc11g022540.2,-
2016916,Solyc10g084060.2,Solyc11g045210.2,-
2016921,Solyc10g084060.2,Solyc11g065750.2,-
2016922,Solyc10g084060.2,Solyc11g066910.2,-
2016923,Solyc10g084060.2,Solyc11g068640.2,-
2016931,Solyc10g084060.2,Solyc12g009340.2,-
2016936,Solyc10g084060.2,Solyc12g013950.2,-
2016937,Solyc10g084060.2,Solyc12g014060.2,-
2016945,Solyc10g084060.2,Solyc12g043110.2,-
2016949,Solyc10g084060.2,Solyc12g057077.1,+
2016957,Solyc10g084060.2,Solyc12g098675.1,-
2016964,Solyc10g084060.2,Solyc12g099770.2,-
2017089,Solyc10g084160.2,Solyc10g084340.2,-
2017094,Solyc10g084160.2,Solyc11g006660.2,+
2017099,Solyc10g084160.2,Solyc11g017300.2,+
2017106,Solyc10g084160.2,Solyc11g065980.2,+
2017112,Solyc10g084160.2,Solyc11g071770.1,+
2017125,Solyc10g084160.2,Solyc12g017570.2,+
2017127,Solyc10g084160.2,Solyc12g040810.2,+
