,Gene,Metabolite,Direction
21738,Solyc11g020300.2,pmf0144,+
21739,Solyc11g022530.2,pmf0144,+
21741,Solyc11g028010.2,pmf0144,+
21742,Solyc11g032133.1,pmf0144,+
21743,Solyc11g032190.1,pmf0144,+
21745,Solyc11g040390.2,pmf0144,+
21749,Solyc11g064957.1,pmf0144,+
21751,Solyc11g065920.2,pmf0144,+
21753,Solyc11g067070.1,pmf0144,+
21754,Solyc11g067075.1,pmf0144,+
21755,Solyc11g068650.2,pmf0144,+
21761,Solyc11g072540.2,pmf0144,+
21768,Solyc12g010110.2,pmf0144,+
21769,Solyc12g010115.1,pmf0144,+
21770,Solyc12g011180.2,pmf0144,+
21771,Solyc12g011310.2,pmf0144,+
21772,Solyc12g011420.2,pmf0144,+
21773,Solyc12g011430.2,pmf0144,+
21774,Solyc12g013820.2,pmf0144,+
21775,Solyc12g014380.2,pmf0144,+
21776,Solyc12g017280.2,pmf0144,+
21777,Solyc12g019310.2,pmf0144,+
21778,Solyc12g019860.2,pmf0144,+
21779,Solyc12g021317.1,pmf0144,+
21780,Solyc12g035260.1,pmf0144,+
21782,Solyc12g037980.2,pmf0144,+
21783,Solyc12g038645.1,pmf0144,+
21784,Solyc12g042060.2,pmf0144,+
21787,Solyc12g049270.2,pmf0144,+
21792,Solyc12g056940.2,pmf0144,+
21793,Solyc12g062860.2,pmf0144,+
21795,Solyc12g088230.2,pmf0144,+
21796,Solyc12g089000.2,pmf0144,+
21797,Solyc12g089293.1,pmf0144,+
21798,Solyc12g089295.1,pmf0144,+
21799,Solyc12g089340.2,pmf0144,+
21800,Solyc12g094420.2,pmf0144,+
21802,Solyc12g095840.2,pmf0144,+
21804,Solyc12g098830.2,pmf0144,+
21805,Solyc12g099010.2,pmf0144,+
21806,Solyc12g099340.2,pmf0144,+
21807,Solyc12g099345.1,pmf0144,+
21808,Solyc12g099440.2,pmf0144,+
21809,Solyc00g026160.3,pmf0251,+
21810,Solyc00g048510.3,pmf0251,+
21811,Solyc00g063110.3,pmf0251,+
21812,Solyc01g006420.3,pmf0251,+
21813,Solyc01g006620.3,pmf0251,+
21814,Solyc01g008640.3,pmf0251,+
21815,Solyc01g008690.3,pmf0251,+
21816,Solyc01g009400.3,pmf0251,+
21817,Solyc01g009830.3,pmf0251,+
21818,Solyc01g068520.1,pmf0251,+
21819,Solyc01g073670.3,pmf0251,+
21820,Solyc01g073800.2,pmf0251,+
21821,Solyc01g080920.3,pmf0251,+
21822,Solyc01g081600.3,pmf0251,+
21823,Solyc01g090120.3,pmf0251,+
21824,Solyc01g090980.1,pmf0251,+
21826,Solyc01g095830.3,pmf0251,+
21827,Solyc01g096720.3,pmf0251,+
21829,Solyc01g100095.1,pmf0251,+
21830,Solyc01g100100.3,pmf0251,+
21831,Solyc01g102900.3,pmf0251,+
21832,Solyc01g103060.3,pmf0251,+
21835,Solyc01g105960.2,pmf0251,+
21836,Solyc01g106520.1,pmf0251,+
21837,Solyc01g107050.3,pmf0251,+
21838,Solyc01g107060.2,pmf0251,+
21839,Solyc01g108860.3,pmf0251,+
21840,Solyc02g032030.1,pmf0251,+
21842,Solyc02g069730.3,pmf0251,+
21843,Solyc02g070080.3,pmf0251,+
21844,Solyc02g071490.3,pmf0251,+
21845,Solyc02g071950.1,pmf0251,+
21846,Solyc02g075625.1,pmf0251,+
21847,Solyc02g076850.2,pmf0251,+
21848,Solyc02g077000.3,pmf0251,+
21850,Solyc02g079690.1,pmf0251,+
21851,Solyc02g079810.2,pmf0251,+
21852,Solyc02g080820.3,pmf0251,+
21853,Solyc02g080930.2,pmf0251,+
21854,Solyc02g081990.3,pmf0251,+
21855,Solyc02g082170.2,pmf0251,+
21856,Solyc02g082960.3,pmf0251,+
21857,Solyc02g084780.3,pmf0251,+
21858,Solyc02g084790.3,pmf0251,+
21860,Solyc02g088120.3,pmf0251,+
21861,Solyc02g090600.1,pmf0251,+
21862,Solyc02g090630.3,pmf0251,+
21863,Solyc02g090940.3,pmf0251,+
21865,Solyc02g093670.3,pmf0251,+
21867,Solyc03g006700.3,pmf0251,+
21868,Solyc03g025490.3,pmf0251,+
21869,Solyc03g070380.3,pmf0251,+
21870,Solyc03g083370.3,pmf0251,+
21871,Solyc03g083847.1,pmf0251,+
21872,Solyc03g093280.2,pmf0251,+
21873,Solyc03g093650.3,pmf0251,+
21874,Solyc03g096300.3,pmf0251,+
21875,Solyc03g096410.1,pmf0251,+
21876,Solyc03g096420.1,pmf0251,+
21877,Solyc03g096430.1,pmf0251,+
21878,Solyc03g097410.1,pmf0251,+
21879,Solyc03g097500.3,pmf0251,+
21880,Solyc03g111410.3,pmf0251,+
21881,Solyc03g111920.2,pmf0251,+
21882,Solyc03g112770.3,pmf0251,+
21883,Solyc03g113580.1,pmf0251,+
21885,Solyc03g115960.3,pmf0251,+
21886,Solyc03g116120.2,pmf0251,+
21887,Solyc03g116860.3,pmf0251,+
21888,Solyc03g122320.1,pmf0251,+
21889,Solyc04g005640.3,pmf0251,+
21890,Solyc04g007760.3,pmf0251,+
21891,Solyc04g007795.1,pmf0251,+
21892,Solyc04g008150.2,pmf0251,+
21893,Solyc04g008155.1,pmf0251,+
21894,Solyc04g009280.1,pmf0251,+
21897,Solyc04g011940.2,pmf0251,+
21898,Solyc04g011980.1,pmf0251,+
21899,Solyc04g014290.1,pmf0251,+
21900,Solyc04g015210.3,pmf0251,+
21901,Solyc04g016000.3,pmf0251,+
21902,Solyc04g016070.2,pmf0251,+
21903,Solyc04g051270.2,pmf0251,+
21904,Solyc04g056620.2,pmf0251,+
21905,Solyc04g064880.3,pmf0251,+
21906,Solyc04g071580.3,pmf0251,+
21907,Solyc04g072000.3,pmf0251,+
21908,Solyc04g074880.2,pmf0251,+
21909,Solyc04g077260.3,pmf0251,+
21910,Solyc05g005830.3,pmf0251,+
21911,Solyc05g005850.3,pmf0251,+
21912,Solyc05g007280.3,pmf0251,+
21913,Solyc05g009320.3,pmf0251,+
21914,Solyc05g009620.3,pmf0251,+
21915,Solyc05g009960.3,pmf0251,+
21916,Solyc05g010330.3,pmf0251,+
21917,Solyc05g015300.3,pmf0251,+
21919,Solyc05g046010.3,pmf0251,+
21920,Solyc05g050780.3,pmf0251,+
21921,Solyc05g050870.3,pmf0251,+
21922,Solyc05g050890.2,pmf0251,+
21923,Solyc05g051920.3,pmf0251,+
21924,Solyc05g052870.3,pmf0251,+
21925,Solyc05g053170.3,pmf0251,+
21926,Solyc05g053960.3,pmf0251,+
21927,Solyc05g054795.1,pmf0251,+
21928,Solyc05g054900.3,pmf0251,+
21929,Solyc05g055930.2,pmf0251,+
21930,Solyc06g005470.3,pmf0251,+
21931,Solyc06g007330.3,pmf0251,+
21932,Solyc06g033930.1,pmf0251,+
21933,Solyc06g035420.1,pmf0251,+
21934,Solyc06g053510.3,pmf0251,+
21935,Solyc06g054030.2,pmf0251,+
21936,Solyc06g059850.2,pmf0251,+
21937,Solyc06g062380.3,pmf0251,+
21938,Solyc06g064980.3,pmf0251,+
21939,Solyc06g065010.3,pmf0251,+
21940,Solyc06g065035.1,pmf0251,+
21941,Solyc06g065430.3,pmf0251,+
21942,Solyc06g066490.1,pmf0251,+
21943,Solyc06g067870.3,pmf0251,+
21944,Solyc06g068930.2,pmf0251,+
21945,Solyc06g069100.2,pmf0251,+
21947,Solyc06g072880.2,pmf0251,+
21948,Solyc06g073585.1,pmf0251,+
21949,Solyc06g075555.1,pmf0251,+
21950,Solyc06g076800.3,pmf0251,+
21951,Solyc06g083120.1,pmf0251,+
21952,Solyc06g083750.3,pmf0251,+
21953,Solyc06g083910.3,pmf0251,+
21954,Solyc07g005145.1,pmf0251,+
21955,Solyc07g005920.2,pmf0251,+
21956,Solyc07g006750.3,pmf0251,+
21958,Solyc07g016215.1,pmf0251,+
21959,Solyc07g017570.2,pmf0251,+
21960,Solyc07g052510.4,pmf0251,+
21961,Solyc07g053375.1,pmf0251,+
21962,Solyc07g054130.2,pmf0251,+
21963,Solyc07g055495.1,pmf0251,+
21964,Solyc07g055625.1,pmf0251,+
21965,Solyc07g062200.2,pmf0251,+
21966,Solyc07g062960.1,pmf0251,+
21967,Solyc07g063370.2,pmf0251,+
21968,Solyc08g006740.3,pmf0251,+
21969,Solyc08g006750.3,pmf0251,+
21970,Solyc08g007050.2,pmf0251,+
21971,Solyc08g008425.1,pmf0251,+
21972,Solyc08g014090.1,pmf0251,+
21973,Solyc08g014310.3,pmf0251,+
21974,Solyc08g014330.3,pmf0251,+
21975,Solyc08g014490.1,pmf0251,+
21976,Solyc08g067690.2,pmf0251,+
21977,Solyc08g067700.1,pmf0251,+
21978,Solyc08g068280.1,pmf0251,+
21979,Solyc08g069170.2,pmf0251,+
21980,Solyc08g074682.1,pmf0251,+
21981,Solyc08g076700.1,pmf0251,+
21982,Solyc08g077010.1,pmf0251,+
21983,Solyc08g079970.1,pmf0251,+
21986,Solyc09g011570.3,pmf0251,+
21988,Solyc09g014560.2,pmf0251,+
21989,Solyc09g037130.2,pmf0251,+
21990,Solyc09g047920.2,pmf0251,+
21991,Solyc09g064170.1,pmf0251,+
21992,Solyc09g065410.3,pmf0251,+
21993,Solyc09g065420.3,pmf0251,+
21994,Solyc09g065430.3,pmf0251,+
21996,Solyc09g066270.3,pmf0251,+
21997,Solyc09g082290.3,pmf0251,+
21998,Solyc09g082480.2,pmf0251,+
21999,Solyc09g089770.3,pmf0251,+
22000,Solyc09g091210.3,pmf0251,+
22001,Solyc09g091945.1,pmf0251,+
22002,Solyc09g097960.3,pmf0251,+
22003,Solyc09g098000.3,pmf0251,+
22005,Solyc10g005380.3,pmf0251,+
22006,Solyc10g006610.3,pmf0251,+
22007,Solyc10g007640.3,pmf0251,+
22008,Solyc10g008330.3,pmf0251,+
22009,Solyc10g009487.1,pmf0251,+
22010,Solyc10g017510.3,pmf0251,+
22011,Solyc10g039210.3,pmf0251,+
22012,Solyc10g049280.2,pmf0251,+
22013,Solyc10g055190.1,pmf0251,+
22014,Solyc10g076210.2,pmf0251,+
22015,Solyc10g076220.2,pmf0251,+
22016,Solyc10g076940.2,pmf0251,+
22017,Solyc10g079630.1,pmf0251,+
22018,Solyc10g080130.2,pmf0251,+
22019,Solyc10g080250.1,pmf0251,+
22020,Solyc10g080560.2,pmf0251,+
22022,Solyc10g081390.1,pmf0251,+
22023,Solyc10g081550.2,pmf0251,+
22024,Solyc10g083420.2,pmf0251,+
22025,Solyc10g086100.2,pmf0251,+
22026,Solyc11g006910.2,pmf0251,+
22027,Solyc11g007180.2,pmf0251,+
22028,Solyc11g008560.2,pmf0251,+
22029,Solyc11g011110.2,pmf0251,+
22030,Solyc11g011740.1,pmf0251,+
22031,Solyc11g012420.2,pmf0251,+
22032,Solyc11g017100.1,pmf0251,+
22033,Solyc11g021140.1,pmf0251,+
22034,Solyc11g044365.1,pmf0251,+
22036,Solyc11g045410.1,pmf0251,+
22038,Solyc11g068540.2,pmf0251,+
22039,Solyc11g069240.2,pmf0251,+
22041,Solyc11g072200.2,pmf0251,+
22042,Solyc11g072550.2,pmf0251,+
22043,Solyc11g072570.2,pmf0251,+
22044,Solyc12g006110.2,pmf0251,+
22045,Solyc12g006640.2,pmf0251,+
22046,Solyc12g007260.2,pmf0251,+
22047,Solyc12g008650.2,pmf0251,+
22048,Solyc12g008950.2,pmf0251,+
22049,Solyc12g009110.2,pmf0251,+
22050,Solyc12g011300.2,pmf0251,+
22051,Solyc12g017870.2,pmf0251,+
22052,Solyc12g036550.2,pmf0251,+
22053,Solyc12g049680.1,pmf0251,+
22054,Solyc12g056730.1,pmf0251,+
22055,Solyc12g057070.2,pmf0251,+
22056,Solyc12g098320.2,pmf0251,+
22057,Solyc00g009140.3,pmf0512,+
22058,Solyc00g144470.1,pmf0512,+
22059,Solyc01g005295.1,pmf0512,+
22062,Solyc01g006540.3,pmf0512,+
22063,Solyc01g058230.1,pmf0512,+
22065,Solyc01g067080.3,pmf0512,+
22066,Solyc01g079860.3,pmf0512,+
22067,Solyc01g080930.3,pmf0512,+
22070,Solyc01g088090.3,pmf0512,+
22071,Solyc01g095080.3,pmf0512,+
22072,Solyc01g095900.3,pmf0512,+
22073,Solyc01g095920.3,pmf0512,+
22074,Solyc01g095930.3,pmf0512,+
22075,Solyc01g097540.3,pmf0512,+
22076,Solyc01g099440.3,pmf0512,+
22077,Solyc01g103440.3,pmf0512,+
22078,Solyc01g106700.3,pmf0512,+
22079,Solyc01g107830.3,pmf0512,+
22080,Solyc01g108720.2,pmf0512,+
22081,Solyc01g108730.2,pmf0512,+
22082,Solyc01g108870.3,pmf0512,+
22083,Solyc01g108880.3,pmf0512,+
22084,Solyc01g111040.3,pmf0512,+
22086,Solyc02g023930.1,pmf0512,+
22087,Solyc02g031950.3,pmf0512,+
22088,Solyc02g037495.1,pmf0512,+
22089,Solyc02g062390.3,pmf0512,+
22090,Solyc02g063490.3,pmf0512,+
22091,Solyc02g067130.1,pmf0512,+
22092,Solyc02g068310.3,pmf0512,+
22093,Solyc02g069420.3,pmf0512,+
22094,Solyc02g069430.3,pmf0512,+
22095,Solyc02g070390.3,pmf0512,+
22096,Solyc02g072260.3,pmf0512,+
22098,Solyc02g077930.2,pmf0512,+
22099,Solyc02g077940.1,pmf0512,+
22100,Solyc02g080060.1,pmf0512,+
22101,Solyc02g085350.3,pmf0512,+
22103,Solyc02g087110.3,pmf0512,+
22104,Solyc02g087120.3,pmf0512,+
22105,Solyc02g088270.3,pmf0512,+
22106,Solyc02g089770.3,pmf0512,+
22109,Solyc03g005020.3,pmf0512,+
22110,Solyc03g006960.3,pmf0512,+
22114,Solyc03g031860.3,pmf0512,+
22115,Solyc03g043850.3,pmf0512,+
22116,Solyc03g044300.3,pmf0512,+
22118,Solyc03g063750.3,pmf0512,+
22119,Solyc03g082420.3,pmf0512,+
22120,Solyc03g083450.1,pmf0512,+
22121,Solyc03g083910.4,pmf0512,+
22122,Solyc03g111010.3,pmf0512,+
22123,Solyc03g111160.3,pmf0512,+
22124,Solyc03g111973.1,pmf0512,+
22125,Solyc03g112040.1,pmf0512,+
22127,Solyc03g113930.2,pmf0512,+
22128,Solyc03g116110.3,pmf0512,+
22129,Solyc03g118110.3,pmf0512,+
22130,Solyc03g120570.3,pmf0512,+
22131,Solyc03g120980.3,pmf0512,+
22132,Solyc04g005020.3,pmf0512,+
22134,Solyc04g005630.3,pmf0512,+
22135,Solyc04g015100.3,pmf0512,+
22136,Solyc04g016460.3,pmf0512,+
22140,Solyc04g072400.3,pmf0512,+
22141,Solyc04g076710.3,pmf0512,+
22142,Solyc04g077650.3,pmf0512,+
22143,Solyc04g078790.3,pmf0512,+
22145,Solyc04g079350.1,pmf0512,+
22147,Solyc04g081900.3,pmf0512,+
22148,Solyc04g082400.3,pmf0512,+
22149,Solyc05g008920.3,pmf0512,+
22150,Solyc05g012020.3,pmf0512,+
22152,Solyc05g015370.2,pmf0512,+
22153,Solyc05g015410.3,pmf0512,+
22154,Solyc05g015415.1,pmf0512,+
22155,Solyc05g015680.2,pmf0512,+
22157,Solyc05g050010.3,pmf0512,+
22158,Solyc05g050015.1,pmf0512,+
22160,Solyc05g051430.3,pmf0512,+
22164,Solyc05g054670.3,pmf0512,+
22166,Solyc05g056490.3,pmf0512,+
22168,Solyc06g005490.3,pmf0512,+
22170,Solyc06g009830.3,pmf0512,+
22171,Solyc06g035480.3,pmf0512,+
22172,Solyc06g036240.2,pmf0512,+
22173,Solyc06g051020.2,pmf0512,+
22174,Solyc06g053620.3,pmf0512,+
22175,Solyc06g053625.1,pmf0512,+
22176,Solyc06g059720.3,pmf0512,+
22177,Solyc06g060260.3,pmf0512,+
22178,Solyc06g060940.2,pmf0512,+
22179,Solyc06g061170.3,pmf0512,+
22180,Solyc06g065825.1,pmf0512,+
22181,Solyc06g066330.3,pmf0512,+
22182,Solyc06g069430.3,pmf0512,+
22183,Solyc06g069440.3,pmf0512,+
22185,Solyc06g076320.1,pmf0512,+
22189,Solyc07g005760.3,pmf0512,+
22190,Solyc07g047800.3,pmf0512,+
22191,Solyc07g051860.1,pmf0512,+
22192,Solyc07g052453.1,pmf0512,+
22193,Solyc07g054440.3,pmf0512,+
22194,Solyc07g056420.4,pmf0512,+
22195,Solyc07g056430.3,pmf0512,+
22196,Solyc07g056670.3,pmf0512,+
22197,Solyc07g062060.3,pmf0512,+
22198,Solyc07g064410.1,pmf0512,+
22199,Solyc07g065185.1,pmf0512,+
22200,Solyc08g005630.3,pmf0512,+
22201,Solyc08g005760.1,pmf0512,+
22202,Solyc08g005770.3,pmf0512,+
22203,Solyc08g007860.3,pmf0512,+
22204,Solyc08g007890.3,pmf0512,+
22209,Solyc08g066370.2,pmf0512,+
22210,Solyc08g068330.3,pmf0512,+
22211,Solyc08g069060.3,pmf0512,+
22212,Solyc08g069065.1,pmf0512,+
22213,Solyc08g074720.2,pmf0512,+
22214,Solyc08g081010.3,pmf0512,+
22215,Solyc09g007535.1,pmf0512,+
22218,Solyc09g042230.1,pmf0512,+
22219,Solyc09g064730.3,pmf0512,+
22220,Solyc09g066150.1,pmf0512,+
22221,Solyc09g075440.3,pmf0512,+
22223,Solyc09g091050.3,pmf0512,+
22225,Solyc09g091470.3,pmf0512,+
22226,Solyc09g091580.3,pmf0512,+
22227,Solyc10g006960.2,pmf0512,+
22230,Solyc10g018140.2,pmf0512,+
22233,Solyc10g045480.1,pmf0512,+
22236,Solyc10g074730.3,pmf0512,+
22237,Solyc10g076600.2,pmf0512,+
22238,Solyc10g079050.2,pmf0512,+
22241,Solyc10g081650.2,pmf0512,+
22242,Solyc10g083720.2,pmf0512,+
22244,Solyc10g085040.1,pmf0512,+
22245,Solyc10g085050.2,pmf0512,+
22246,Solyc10g085240.1,pmf0512,+
22247,Solyc10g085830.2,pmf0512,+
22248,Solyc11g007390.1,pmf0512,+
22249,Solyc11g007590.2,pmf0512,+
22250,Solyc11g008350.2,pmf0512,+
22251,Solyc11g011990.2,pmf0512,+
22253,Solyc11g020040.2,pmf0512,+
22255,Solyc11g056637.1,pmf0512,+
22259,Solyc12g007180.2,pmf0512,+
22261,Solyc12g013690.2,pmf0512,+
22262,Solyc12g013700.2,pmf0512,+
22263,Solyc12g019627.1,pmf0512,+
22264,Solyc12g019680.1,pmf0512,+
22266,Solyc12g038650.1,pmf0512,+
22270,Solyc12g056630.2,pmf0512,+
22271,Solyc12g088220.2,pmf0512,+
22272,Solyc12g088460.2,pmf0512,+
22273,Solyc12g089340.2,pmf0512,+
22274,Solyc12g098710.2,pmf0512,+
22275,Solyc01g097425.1,pmb2831,+
22276,Solyc03g020090.1,pmb2831,+
22288,Solyc02g065390.1,pme2482,+
22299,Solyc03g123990.3,pme2482,+
22300,Solyc04g009170.2,pme2482,+
22302,Solyc05g051410.3,pme2482,+
22305,Solyc06g073410.3,pme2482,+
22313,Solyc09g075610.3,pme2482,+
22315,Solyc10g054910.1,pme2482,+
22318,Solyc11g008420.2,pme2482,+
22321,Solyc11g066160.1,pme2482,+
22322,Solyc12g008665.1,pme2482,+
22324,Solyc00g005000.3,pmf0289,+
22325,Solyc00g006867.1,pmf0289,+
22326,Solyc00g020545.1,pmf0289,+
22327,Solyc00g025400.2,pmf0289,+
22328,Solyc00g040290.2,pmf0289,+
22329,Solyc00g040390.2,pmf0289,+
22330,Solyc00g063110.3,pmf0289,+
22331,Solyc00g090860.2,pmf0289,+
22332,Solyc00g100880.3,pmf0289,+
22333,Solyc00g102400.3,pmf0289,+
22334,Solyc00g108555.1,pmf0289,+
22335,Solyc00g112930.3,pmf0289,+
22336,Solyc00g134620.2,pmf0289,+
22337,Solyc00g135260.2,pmf0289,+
22338,Solyc00g172410.2,pmf0289,+
22339,Solyc00g247300.3,pmf0289,+
22340,Solyc01g005090.3,pmf0289,+
22341,Solyc01g005390.3,pmf0289,+
22342,Solyc01g006310.3,pmf0289,+
22343,Solyc01g006380.2,pmf0289,+
22344,Solyc01g006620.3,pmf0289,+
22345,Solyc01g006840.3,pmf0289,+
22346,Solyc01g007260.3,pmf0289,+
22347,Solyc01g008640.3,pmf0289,+
22348,Solyc01g008650.3,pmf0289,+
22349,Solyc01g008690.3,pmf0289,+
22350,Solyc01g008870.1,pmf0289,+
22351,Solyc01g009320.2,pmf0289,+
22352,Solyc01g009645.1,pmf0289,+
22353,Solyc01g009650.1,pmf0289,+
22354,Solyc01g009935.1,pmf0289,+
22355,Solyc01g010080.3,pmf0289,+
22356,Solyc01g010350.3,pmf0289,+
22357,Solyc01g015080.3,pmf0289,+
22358,Solyc01g016430.1,pmf0289,+
22359,Solyc01g017140.1,pmf0289,+
22360,Solyc01g057530.1,pmf0289,+
22361,Solyc01g057910.3,pmf0289,+
22362,Solyc01g065700.3,pmf0289,+
22363,Solyc01g067130.3,pmf0289,+
22364,Solyc01g073670.3,pmf0289,+
22365,Solyc01g073720.2,pmf0289,+
22366,Solyc01g073810.2,pmf0289,+
22367,Solyc01g073820.3,pmf0289,+
22368,Solyc01g079160.3,pmf0289,+
22369,Solyc01g080230.3,pmf0289,+
22370,Solyc01g080480.3,pmf0289,+
22371,Solyc01g080960.3,pmf0289,+
22372,Solyc01g081270.2,pmf0289,+
22373,Solyc01g086650.3,pmf0289,+
22374,Solyc01g088110.1,pmf0289,+
22375,Solyc01g090610.3,pmf0289,+
22376,Solyc01g090630.3,pmf0289,+
22377,Solyc01g090640.3,pmf0289,+
22378,Solyc01g091250.3,pmf0289,+
22379,Solyc01g091470.3,pmf0289,+
22380,Solyc01g091760.2,pmf0289,+
22381,Solyc01g094120.3,pmf0289,+
22382,Solyc01g094140.3,pmf0289,+
22383,Solyc01g095240.3,pmf0289,+
22384,Solyc01g095820.2,pmf0289,+
22385,Solyc01g095830.3,pmf0289,+
22386,Solyc01g095860.3,pmf0289,+
22387,Solyc01g096820.3,pmf0289,+
22388,Solyc01g098680.2,pmf0289,+
22389,Solyc01g099320.3,pmf0289,+
22390,Solyc01g099330.3,pmf0289,+
22391,Solyc01g100390.3,pmf0289,+
22392,Solyc01g101050.3,pmf0289,+
22393,Solyc01g101190.3,pmf0289,+
22394,Solyc01g102420.1,pmf0289,+
22395,Solyc01g102675.1,pmf0289,+
22396,Solyc01g102680.3,pmf0289,+
22397,Solyc01g102685.1,pmf0289,+
22398,Solyc01g102875.1,pmf0289,+
22399,Solyc01g102910.3,pmf0289,+
22400,Solyc01g103390.3,pmf0289,+
22401,Solyc01g103580.3,pmf0289,+
22402,Solyc01g105070.3,pmf0289,+
22403,Solyc01g105750.1,pmf0289,+
22404,Solyc01g106170.3,pmf0289,+
22405,Solyc01g106510.2,pmf0289,+
22406,Solyc01g106520.1,pmf0289,+
22407,Solyc01g106710.1,pmf0289,+
22408,Solyc01g106780.3,pmf0289,+
22409,Solyc01g107080.3,pmf0289,+
22410,Solyc01g108320.3,pmf0289,+
22411,Solyc01g108700.3,pmf0289,+
22412,Solyc01g109140.3,pmf0289,+
22413,Solyc01g110500.3,pmf0289,+
22414,Solyc01g110890.1,pmf0289,+
22415,Solyc01g111820.2,pmf0289,+
22416,Solyc02g032550.2,pmf0289,+
22417,Solyc02g032560.2,pmf0289,+
22418,Solyc02g032620.1,pmf0289,+
22420,Solyc02g065090.3,pmf0289,+
22421,Solyc02g067430.3,pmf0289,+
22422,Solyc02g067700.1,pmf0289,+
22423,Solyc02g067940.2,pmf0289,+
22424,Solyc02g068460.1,pmf0289,+
22425,Solyc02g069190.3,pmf0289,+
22426,Solyc02g069200.3,pmf0289,+
22427,Solyc02g069600.3,pmf0289,+
22428,Solyc02g070190.1,pmf0289,+
22429,Solyc02g070410.2,pmf0289,+
22430,Solyc02g071070.3,pmf0289,+
22431,Solyc02g071410.3,pmf0289,+
22432,Solyc02g071440.3,pmf0289,+
22433,Solyc02g071475.1,pmf0289,+
22434,Solyc02g071560.3,pmf0289,+
22435,Solyc02g072190.3,pmf0289,+
22436,Solyc02g072480.3,pmf0289,+
22437,Solyc02g076670.3,pmf0289,+
22438,Solyc02g076920.3,pmf0289,+
22439,Solyc02g077520.3,pmf0289,+
22440,Solyc02g079410.2,pmf0289,+
22441,Solyc02g080930.2,pmf0289,+
22442,Solyc02g081050.3,pmf0289,+
22443,Solyc02g081690.1,pmf0289,+
22444,Solyc02g082070.3,pmf0289,+
22445,Solyc02g083730.3,pmf0289,+
22446,Solyc02g084860.1,pmf0289,+
22447,Solyc02g084930.3,pmf0289,+
22448,Solyc02g086590.3,pmf0289,+
22449,Solyc02g086950.1,pmf0289,+
22450,Solyc02g087070.3,pmf0289,+
22451,Solyc02g087990.3,pmf0289,+
22452,Solyc02g089920.1,pmf0289,+
22453,Solyc02g090470.3,pmf0289,+
22454,Solyc02g090590.1,pmf0289,+
22455,Solyc02g090610.1,pmf0289,+
22457,Solyc02g091550.2,pmf0289,+
22458,Solyc02g091590.3,pmf0289,+
22459,Solyc02g091810.2,pmf0289,+
22460,Solyc02g092190.1,pmf0289,+
22461,Solyc02g092370.1,pmf0289,+
22462,Solyc02g092783.1,pmf0289,+
22463,Solyc02g094180.3,pmf0289,+
22464,Solyc03g005640.1,pmf0289,+
22465,Solyc03g005650.1,pmf0289,+
22466,Solyc03g005660.3,pmf0289,+
22467,Solyc03g005670.3,pmf0289,+
22468,Solyc03g005840.2,pmf0289,+
22469,Solyc03g006150.2,pmf0289,+
22470,Solyc03g006730.2,pmf0289,+
22471,Solyc03g006890.2,pmf0289,+
22472,Solyc03g007580.2,pmf0289,+
22473,Solyc03g019690.1,pmf0289,+
22474,Solyc03g019980.2,pmf0289,+
22475,Solyc03g031450.3,pmf0289,+
22476,Solyc03g031530.3,pmf0289,+
22477,Solyc03g031580.2,pmf0289,+
22478,Solyc03g031590.3,pmf0289,+
22479,Solyc03g032080.3,pmf0289,+
22480,Solyc03g032220.3,pmf0289,+
22481,Solyc03g034057.1,pmf0289,+
22482,Solyc03g036473.1,pmf0289,+
22483,Solyc03g042560.2,pmf0289,+
22484,Solyc03g043610.2,pmf0289,+
22485,Solyc03g043710.1,pmf0289,+
22486,Solyc03g043730.1,pmf0289,+
22487,Solyc03g044460.1,pmf0289,+
22488,Solyc03g044560.1,pmf0289,+
22489,Solyc03g071850.1,pmf0289,+
22490,Solyc03g078480.2,pmf0289,+
22491,Solyc03g082450.3,pmf0289,+
22492,Solyc03g083320.3,pmf0289,+
22493,Solyc03g083650.3,pmf0289,+
22494,Solyc03g083690.1,pmf0289,+
22495,Solyc03g093410.3,pmf0289,+
22496,Solyc03g093930.3,pmf0289,+
22497,Solyc03g095780.2,pmf0289,+
22498,Solyc03g097510.1,pmf0289,+
22499,Solyc03g098030.3,pmf0289,+
22500,Solyc03g098490.1,pmf0289,+
22501,Solyc03g112100.3,pmf0289,+
22502,Solyc03g112700.1,pmf0289,+
22503,Solyc03g113490.3,pmf0289,+
22504,Solyc03g113570.1,pmf0289,+
22505,Solyc03g113580.1,pmf0289,+
22506,Solyc03g113820.2,pmf0289,+
22507,Solyc03g113840.2,pmf0289,+
22508,Solyc03g113845.1,pmf0289,+
22509,Solyc03g114190.1,pmf0289,+
22510,Solyc03g114440.1,pmf0289,+
22511,Solyc03g114620.1,pmf0289,+
22513,Solyc03g114960.3,pmf0289,+
22514,Solyc03g116085.1,pmf0289,+
22515,Solyc03g116120.2,pmf0289,+
22516,Solyc03g116290.2,pmf0289,+
22517,Solyc03g117810.3,pmf0289,+
22518,Solyc03g119240.3,pmf0289,+
22519,Solyc03g119810.1,pmf0289,+
22520,Solyc03g119840.3,pmf0289,+
22521,Solyc03g121230.3,pmf0289,+
22522,Solyc03g123400.1,pmf0289,+
22523,Solyc04g006940.3,pmf0289,+
22524,Solyc04g007030.3,pmf0289,+
22525,Solyc04g007050.3,pmf0289,+
22526,Solyc04g007090.1,pmf0289,+
